env_name,env_id,policy_seed,alpha,beta,K,transition_strength,reward_mean_scale,reward_gap,reward_std,chain_variant,n,v_true,mean_estimate,bias,mse,mean_abs_error,median_abs_error,median_ess_is,median_ess_norm,variance,bias_squared,abs_bias,estimator
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.500_beta0.500_seed585238748,2152014921,0.2,0.5,100,0.3,0.7,0.3,0.5,reward_only,8,-0.23164154398157435,-0.3241971901044218,-0.09255564612284745,0.033944837932521135,0.13603177964658913,0.11072386104397897,81.95074152079825,0.8195074152079824,0.02537829030330337,0.008566547629217765,0.09255564612284745,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms0.700_gap0.300_std0.500_beta0.500_seed585238748,2152014921,0.6,0.5,100,0.3,0.7,0.3,0.5,reward_only,8,-0.23164154398157435,-0.3187261198899058,-0.08708457590833142,0.0508947374595484,0.2061154766778085,0.20958202198288656,20.604907193123438,0.2060490719312344,0.04331101409841446,0.0075837233611339375,0.08708457590833142,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.000_seed3621255937,124701085,0.2,0.0,100,0.3,1.3,0.3,0.1,reward_only,8,0.6464390834381601,0.6195847730634182,-0.02685431037474198,0.020782492258992518,0.12279475853830124,0.14060395681264304,84.35683074845115,0.8435683074845115,0.020061338273289545,0.0007211539857029747,0.02685431037474198,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.000_seed3621255937,124701085,0.6,0.0,100,0.3,1.3,0.3,0.1,reward_only,8,0.6464390834381601,0.6247609978952599,-0.0216780855429003,0.031671657068927765,0.14001845908491783,0.14225731442567954,20.705190444466563,0.20705190444466565,0.031201717676122464,0.00046993939280530304,0.0216780855429003,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.000_seed4128479723,2613614962,0.2,0.0,100,0.3,1.3,0.3,0.1,reward_only,8,-0.037189907442418596,-0.01958689559767267,0.017603011844745924,0.018388760803617333,0.11236534462695827,0.08921165137784272,82.04137964842434,0.8204137964842435,0.018078894777611064,0.0003098660260062653,0.017603011844745924,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.000_seed4128479723,2613614962,0.6,0.0,100,0.3,1.3,0.3,0.1,reward_only,8,-0.037189907442418596,-0.05162585379409601,-0.014435946351677411,0.019687847191924776,0.10912789485149264,0.09041824391521439,21.459882365645957,0.21459882365645958,0.019479450644856268,0.00020839654706850835,0.014435946351677411,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.500_seed1979834648,1203747748,0.2,0.5,100,0.3,1.3,0.3,0.1,reward_only,8,-0.6093740037820653,-0.6336708345894402,-0.024296830807374936,0.015307224303932271,0.09226634276061998,0.06553901439999577,85.91903754585624,0.8591903754585624,0.014716888316650066,0.0005903359872822038,0.024296830807374936,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.500_seed1979834648,1203747748,0.6,0.5,100,0.3,1.3,0.3,0.1,reward_only,8,-0.6093740037820653,-0.5988575135898709,0.01051649019219434,0.021124377139878334,0.12595255749032142,0.11078516333091581,32.9408049968021,0.32940804996802103,0.021013780573915813,0.00011059656596251975,0.01051649019219434,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.2,0.5,100,0.3,1.3,0.3,0.1,reward_only,8,-0.43019143882292393,-0.47459061862311197,-0.04439917980018803,0.016327357595029998,0.09252118609732823,0.07243641828430422,81.95074152079825,0.8195074152079824,0.014356070428100571,0.0019712871669294247,0.04439917980018803,dm_tabular
chain_bandit,chain_bandit_reward_only_S8_A3_H6_ts0.300_ms1.300_gap0.300_std0.100_beta0.500_seed585238748,2152014921,0.6,0.5,100,0.3,1.3,0.3,0.1,reward_only,8,-0.43019143882292393,-0.5083616594813823,-0.07817022065845838,0.029653546576480783,0.12634160125042718,0.07991815054568271,20.604907193123438,0.2060490719312344,0.02354296317868871,0.006110583397792074,0.07817022065845838,dm_tabular
