alpha,beta,K,chain_variant,transition_strength,reward_mean_scale,reward_gap,reward_std,n,mean_abs_error,std_abs_error,median_abs_error,mean_abs_error_ci_low,mean_abs_error_ci_high,estimator,mean_ess_is,median_ess_is,mean_ess_norm
0.1,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.08164454157831248,0.06245554675116284,0.07028381299288897,0.07443142648712192,0.08885765666950304,dr_oracle,87.61697652546167,87.66616939006991,0.8761697652546167
0.1,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.03531760748885117,0.027584189009510596,0.02893257366620089,0.032131854735529077,0.03850336024217326,dr_oracle,437.46565466378627,437.80634732854037,0.8749313093275726
0.1,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.08188680121989411,0.0654980753214291,0.06564238226694308,0.07432229846360146,0.08945130397618677,dr_oracle,87.66725700123548,87.83808753006483,0.8766725700123549
0.1,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.03427897177991948,0.026665709236925225,0.029638798255762905,0.031199296079048547,0.037358647480790416,dr_oracle,437.62013914628477,438.07881614806473,0.8752402782925695
0.1,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.08731152908333789,0.06837640367624906,0.07533752225455342,0.07941460247082198,0.0952084556958538,dr_oracle,87.87993111475265,88.17958743648214,0.8787993111475264
0.1,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.03552277354626231,0.028136585943554004,0.03000913382821202,0.0322732233743194,0.038772323718205215,dr_oracle,438.33435223572235,438.16115519207835,0.8766687044714446
0.3,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.1126032276732552,0.08954518377877527,0.0907331541142023,0.10226147661899693,0.12294497872751348,dr_oracle,34.569819238536574,34.91240939932968,0.3456981923853657
0.3,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.04379432585937651,0.03405940491210532,0.03525879939718113,0.0398607375658131,0.04772791415293992,dr_oracle,156.08959189524282,158.07596624442436,0.31217918379048565
0.3,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.10764833639377903,0.0823386598919448,0.09268619180623028,0.09813888109077289,0.11715779169678518,dr_oracle,34.78018365235953,35.26574112996515,0.3478018365235953
0.3,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.0490334658558154,0.03785075549031814,0.038922729326676404,0.04466200695676903,0.05340492475486178,dr_oracle,157.53820577752228,160.2707964116181,0.31507641155504457
0.3,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.10175983690238857,0.0746290971314913,0.08665777983724793,0.09314077430886379,0.11037889949591335,dr_oracle,35.004963459217954,35.971698389447575,0.3500496345921795
0.3,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.046107805332634776,0.0349346147637656,0.040444148284252024,0.04207313731569432,0.05014247334957523,dr_oracle,155.41081463497872,157.12280085940475,0.3108216292699575
0.3,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.11742008540054376,0.08333026953378313,0.09852224119313763,0.10779610713129713,0.12704406366979037,dr_oracle,35.52428991166454,36.61406722549118,0.35524289911664536
0.3,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.05122765257736773,0.038829310069530665,0.042706449100156585,0.04674317846718256,0.0557121266875529,dr_oracle,157.54170765801828,159.54573982567035,0.31508341531603656
0.5,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.17639180898427867,0.1556124175448348,0.13691924121728985,0.15841982193497156,0.19436379603358578,dr_oracle,11.689882568049596,11.020884600968813,0.11689882568049598
0.5,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.09298706100667661,0.08810792739405375,0.0691477270804044,0.08281130154576472,0.10316282046758851,dr_oracle,35.59784928106961,33.976750016139604,0.0711956985621392
0.5,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.17852924332301084,0.1772592809484202,0.13098755197733786,0.15805721704235337,0.19900126960366832,dr_oracle,11.405859751325247,11.134108030489696,0.11405859751325248
